journey,current_station,destination_station,stops_remaining,remaining_minutes,sample_count
WAT2WEY,ANF,BCU,2,10.0,1194
WAT2WEY,ANF,BEU,1,4.0,968
WAT2WEY,ANF,BMH,8,37.0,1194
WAT2WEY,ANF,BSM,9,44.0,1141
WAT2WEY,ANF,CHR,6,29.0,1033
WAT2WEY,ANF,DCH,16,83.0,1195
WAT2WEY,ANF,HAM,12,56.0,1195
WAT2WEY,ANF,HNA,5,25.0,1031
WAT2WEY,ANF,HOL,11,52.0,98
WAT2WEY,ANF,MTN,15,76.0,1138
WAT2WEY,ANF,NWM,4,20.0,1034
WAT2WEY,ANF,PKS,10,47.0,1141
WAT2WEY,ANF,POK,7,33.0,1032
WAT2WEY,ANF,POO,11,50.0,1195
WAT2WEY,ANF,SWY,3,16.0,1030
WAT2WEY,ANF,UPW,17,90.0,1143
WAT2WEY,ANF,WEY,18,95.0,1195
WAT2WEY,ANF,WOO,14,69.0,1162
WAT2WEY,ANF,WRM,13,62.0,1195
WAT2WEY,BCU,BCU,1,2.0,1
WAT2WEY,BCU,BMH,1,17.0,28261
WAT2WEY,BCU,BSM,2,25.0,19852
WAT2WEY,BCU,CHR,2,15.0,10647
WAT2WEY,BCU,DCH,10,67.0,28390
WAT2WEY,BCU,FRM,1,1.0,1
WAT2WEY,BCU,HAM,5,38.0,28390
WAT2WEY,BCU,HNA,3,14.0,2348
WAT2WEY,BCU,HOL,7,46.0,11451
WAT2WEY,BCU,MTN,10,64.0,18736
WAT2WEY,BCU,NWM,1,8.0,12634
WAT2WEY,BCU,PKS,3,28.0,19853
WAT2WEY,BCU,POK,3,19.0,10629
WAT2WEY,BCU,POO,4,32.0,28390
WAT2WEY,BCU,SWY,1,5.0,2344
WAT2WEY,BCU,UPW,12,78.0,18796
WAT2WEY,BCU,WEY,12,79.0,28390
WAT2WEY,BCU,WOO,8,56.0,21893
WAT2WEY,BCU,WRM,7,45.0,28390
WAT2WEY,BEU,BCU,1,6.0,968
WAT2WEY,BEU,BMH,7,33.0,968
WAT2WEY,BEU,BSM,8,40.0,958
WAT2WEY,BEU,CHR,5,25.0,957
WAT2WEY,BEU,DCH,15,79.0,969
WAT2WEY,BEU,HAM,11,52.0,969
WAT2WEY,BEU,HNA,4,21.0,958
WAT2WEY,BEU,HOL,12,56.0,53
WAT2WEY,BEU,MTN,14,72.0,941
WAT2WEY,BEU,NWM,3,16.0,958
WAT2WEY,BEU,PKS,9,43.0,958
WAT2WEY,BEU,POK,6,29.0,957
WAT2WEY,BEU,POO,10,46.0,969
WAT2WEY,BEU,SWY,2,12.0,958
WAT2WEY,BEU,UPW,16,86.0,942
WAT2WEY,BEU,WEY,17,91.0,969
WAT2WEY,BEU,WOO,13,65.0,956
WAT2WEY,BEU,WRM,12,58.0,969
WAT2WEY,BFN,BCU,12,71.0,1
WAT2WEY,BFN,BKO,3,4.0,1
WAT2WEY,BFN,BMH,13,93.0,1
WAT2WEY,BFN,BSK,8,19.0,1
WAT2WEY,BFN,BSM,14,100.0,1
WAT2WEY,BFN,DCH,22,142.0,1
WAT2WEY,BFN,FLE,5,11.0,1
WAT2WEY,BFN,FNB,4,8.0,1
WAT2WEY,BFN,HAM,17,113.0,1
WAT2WEY,BFN,HOK,7,16.0,1
WAT2WEY,BFN,HOL,18,118.0,1
WAT2WEY,BFN,MTN,21,135.0,1
WAT2WEY,BFN,PKS,15,103.0,1
WAT2WEY,BFN,POO,16,108.0,1
WAT2WEY,BFN,SOA,10,45.0,1
WAT2WEY,BFN,UPW,23,150.0,1
WAT2WEY,BFN,WBY,1,1.0,1
WAT2WEY,BFN,WEY,24,154.0,1
WAT2WEY,BFN,WIN,9,36.0,1
WAT2WEY,BFN,WNF,6,13.0,1
WAT2WEY,BFN,WOK,2,2.0,1
WAT2WEY,BFN,WOO,20,129.0,1
WAT2WEY,BFN,WRM,19,122.0,1
WAT2WEY,BKO,ANF,14,65.0,2
WAT2WEY,BKO,BCU,14,67.0,4
WAT2WEY,BKO,BEU,16,67.5,2
WAT2WEY,BKO,BMH,18,86.0,4
WAT2WEY,BKO,BSK,5,15.5,4
WAT2WEY,BKO,BSM,18,93.0,4
WAT2WEY,BKO,CHR,20,88.5,2
WAT2WEY,BKO,DCH,25,135.5,4
WAT2WEY,BKO,ESL,9,39.0,3
WAT2WEY,BKO,FLE,2,7.0,4
WAT2WEY,BKO,FNB,1,4.5,4
WAT2WEY,BKO,HAM,22,105.5,4
WAT2WEY,BKO,HNA,20,85.0,2
WAT2WEY,BKO,HOK,4,12.0,4
WAT2WEY,BKO,HOL,22,110.5,2
WAT2WEY,BKO,MBK,14,54.0,1
WAT2WEY,BKO,MIC,6,26.5,2
WAT2WEY,BKO,MTN,27,131.0,3
WAT2WEY,BKO,NWM,18,81.5,2
WAT2WEY,BKO,PKS,20,96.0,4
WAT2WEY,BKO,POK,22,91.5,2
WAT2WEY,BKO,POO,20,100.5,4
WAT2WEY,BKO,RDB,15,56.0,1
WAT2WEY,BKO,SDN,12,45.0,2
WAT2WEY,BKO,SHW,8,37.0,3
WAT2WEY,BKO,SOA,10,41.0,4
WAT2WEY,BKO,SOU,13,49.0,3
WAT2WEY,BKO,SWG,11,44.0,2
WAT2WEY,BKO,SWY,18,78.0,2
WAT2WEY,BKO,TTN,14,60.5,2
WAT2WEY,BKO,UPW,29,146.0,3
WAT2WEY,BKO,WEY,26,149.0,4
WAT2WEY,BKO,WIN,6,32.0,4
WAT2WEY,BKO,WNF,3,9.5,4
WAT2WEY,BKO,WOO,24,122.0,4
WAT2WEY,BKO,WRM,22,114.5,4
WAT2WEY,BMH,BSM,1,9.0,23214
WAT2WEY,BMH,DCH,7,47.0,31751
WAT2WEY,BMH,HAM,4,19.0,31751
WAT2WEY,BMH,HOL,3,23.0,13247
WAT2WEY,BMH,MTN,7,41.0,20540
WAT2WEY,BMH,PKS,2,12.0,23215
WAT2WEY,BMH,POO,3,14.0,31751
WAT2WEY,BMH,UPW,9,56.0,20608
WAT2WEY,BMH,WEY,9,60.0,31751
WAT2WEY,BMH,WOO,6,34.0,25254
WAT2WEY,BMH,WRM,5,27.0,31751
WAT2WEY,BSK,ANF,7,53.0,1006
WAT2WEY,BSK,BCU,4,51.0,16897
WAT2WEY,BSK,BEU,8,57.0,948
WAT2WEY,BSK,BMH,8,72.0,20186
WAT2WEY,BSK,BSK,1,2.0,3
WAT2WEY,BSK,BSM,6,77.0,12059
WAT2WEY,BSK,CHR,6,65.0,10246
WAT2WEY,BSK,DCH,15,120.0,20260
WAT2WEY,BSK,ESL,3,28.0,3151
WAT2WEY,BSK,FRM,4,54.0,2
WAT2WEY,BSK,HAM,10,91.0,20260
WAT2WEY,BSK,HAV,3,41.5,16
WAT2WEY,BSK,HNA,10,72.0,2278
WAT2WEY,BSK,HOL,11,96.0,12704
WAT2WEY,BSK,MBK,8,38.0,7
WAT2WEY,BSK,MIC,1,11.0,172
WAT2WEY,BSK,MTN,14,113.0,16639
WAT2WEY,BSK,NWM,5,58.0,11622
WAT2WEY,BSK,PKS,7,80.0,12059
WAT2WEY,BSK,POK,7,69.0,10238
WAT2WEY,BSK,POO,9,85.0,20260
WAT2WEY,BSK,RDB,6,42.0,11
WAT2WEY,BSK,SDN,6,36.0,15
WAT2WEY,BSK,SHW,2,22.0,1836
WAT2WEY,BSK,SOA,2,26.0,20260
WAT2WEY,BSK,SOU,3,34.0,20207
WAT2WEY,BSK,SWG,5,35.0,16
WAT2WEY,BSK,SWY,8,63.0,2275
WAT2WEY,BSK,TTN,6,47.0,2436
WAT2WEY,BSK,UPW,16,128.0,16656
WAT2WEY,BSK,WEY,17,134.0,20260
WAT2WEY,BSK,WIN,1,17.0,20248
WAT2WEY,BSK,WOK,2,18.0,1
WAT2WEY,BSK,WOO,13,106.0,19623
WAT2WEY,BSK,WRM,12,99.0,20260
WAT2WEY,BSM,DCH,7,39.0,23215
WAT2WEY,BSM,HAM,3,12.0,23215
WAT2WEY,BSM,HOL,4,17.0,4876
WAT2WEY,BSM,MTN,6,33.0,12005
WAT2WEY,BSM,PKS,1,3.0,23215
WAT2WEY,BSM,POO,2,7.0,23216
WAT2WEY,BSM,UPW,8,47.0,12073
WAT2WEY,BSM,WEY,9,51.0,23215
WAT2WEY,BSM,WOO,5,26.0,16718
WAT2WEY,BSM,WRM,4,19.0,23215
WAT2WEY,CHR,BMH,2,8.0,10611
WAT2WEY,CHR,BSM,3,15.0,2310
WAT2WEY,CHR,CHR,1,1.0,1
WAT2WEY,CHR,DCH,9,56.0,10646
WAT2WEY,CHR,HAM,4,27.0,10646
WAT2WEY,CHR,HOL,5,31.0,9185
WAT2WEY,CHR,MTN,8,49.0,10552
WAT2WEY,CHR,PKS,4,18.0,2310
WAT2WEY,CHR,POK,1,4.0,10628
WAT2WEY,CHR,POO,3,21.0,10645
WAT2WEY,CHR,UPW,10,63.0,10553
WAT2WEY,CHR,WEY,11,70.0,10646
WAT2WEY,CHR,WOO,7,42.0,10584
WAT2WEY,CHR,WRM,6,35.0,10646
WAT2WEY,CLJ,ANF,9,92.0,984
WAT2WEY,CLJ,BCU,5,87.0,15705
WAT2WEY,CLJ,BEU,10,96.0,930
WAT2WEY,CLJ,BFN,6,16.0,1
WAT2WEY,CLJ,BKO,2,20.0,3
WAT2WEY,CLJ,BMH,9,109.0,15656
WAT2WEY,CLJ,BSK,1,36.0,14606
WAT2WEY,CLJ,BSM,9,122.0,7233
WAT2WEY,CLJ,CHR,7,101.0,10480
WAT2WEY,CLJ,DCH,16,157.0,15720
WAT2WEY,CLJ,EFF,1,19.0,1
WAT2WEY,CLJ,ESH,2,11.0,1
WAT2WEY,CLJ,ESL,5,71.0,2167
WAT2WEY,CLJ,FLE,3,30.0,9
WAT2WEY,CLJ,FNB,2,32.0,52
WAT2WEY,CLJ,FRM,4,93.0,1052
WAT2WEY,CLJ,GLD,2,31.0,1089
WAT2WEY,CLJ,HAM,11,128.0,15720
WAT2WEY,CLJ,HAV,3,73.0,1051
WAT2WEY,CLJ,HER,3,12.0,1
WAT2WEY,CLJ,HNA,13,115.0,2247
WAT2WEY,CLJ,HOK,6,34.0,4
WAT2WEY,CLJ,HOL,12,132.0,11082
WAT2WEY,CLJ,HSL,2,54.0,3
WAT2WEY,CLJ,MBK,10,78.5,4
WAT2WEY,CLJ,MIC,5,57.0,157
WAT2WEY,CLJ,MTN,15,150.0,15446
WAT2WEY,CLJ,NWM,6,94.0,12466
WAT2WEY,CLJ,PKS,10,125.0,7233
WAT2WEY,CLJ,POK,8,105.0,10478
WAT2WEY,CLJ,POO,10,123.0,15719
WAT2WEY,CLJ,PTR,3,66.0,2
WAT2WEY,CLJ,RDB,9,85.0,8
WAT2WEY,CLJ,SDN,8,76.0,11
WAT2WEY,CLJ,SHW,5,65.0,1825
WAT2WEY,CLJ,SNS,1,18.0,3
WAT2WEY,CLJ,SOA,3,61.0,14670
WAT2WEY,CLJ,SOU,4,70.0,15682
WAT2WEY,CLJ,SUR,2,13.0,136
WAT2WEY,CLJ,SWG,7,75.0,13
WAT2WEY,CLJ,SWY,11,106.0,2244
WAT2WEY,CLJ,TTN,8,88.0,2390
WAT2WEY,CLJ,UPW,17,165.0,15449
WAT2WEY,CLJ,VIR,1,32.0,1
WAT2WEY,CLJ,WAL,4,13.0,1
WAT2WEY,CLJ,WBY,7,17.0,1
WAT2WEY,CLJ,WEY,18,171.0,15720
WAT2WEY,CLJ,WIM,1,6.0,1044
WAT2WEY,CLJ,WIN,2,52.0,14665
WAT2WEY,CLJ,WNF,5,29.0,3
WAT2WEY,CLJ,WOK,1,22.0,5129
WAT2WEY,CLJ,WOO,14,144.0,15462
WAT2WEY,CLJ,WRM,13,137.0,15720
WAT2WEY,CLJ,WYB,3,14.5,2
WAT2WEY,DCH,MTN,1,2.0,1
WAT2WEY,DCH,UPW,1,7.0,20608
WAT2WEY,DCH,WEY,2,12.0,31751
WAT2WEY,DCH,WOO,2,13.0,2
WAT2WEY,EFF,BCU,5,117.0,1
WAT2WEY,EFF,BMH,7,136.0,1
WAT2WEY,EFF,BSM,8,146.0,1
WAT2WEY,EFF,DCH,15,185.0,1
WAT2WEY,EFF,FRM,3,79.0,1
WAT2WEY,EFF,GLD,1,13.0,1
WAT2WEY,EFF,HAM,11,158.0,1
WAT2WEY,EFF,HAV,2,63.0,1
WAT2WEY,EFF,MTN,14,178.0,1
WAT2WEY,EFF,NWM,6,125.0,1
WAT2WEY,EFF,PKS,9,149.0,1
WAT2WEY,EFF,POO,10,152.0,1
WAT2WEY,EFF,SOU,4,102.0,1
WAT2WEY,EFF,UPW,16,193.0,1
WAT2WEY,EFF,WEY,17,197.0,1
WAT2WEY,EFF,WOO,13,171.0,1
WAT2WEY,EFF,WRM,12,164.0,1
WAT2WEY,ESH,BCU,16,76.0,1
WAT2WEY,ESH,BFN,4,5.0,1
WAT2WEY,ESH,BKO,7,9.0,1
WAT2WEY,ESH,BMH,17,98.0,1
WAT2WEY,ESH,BSK,12,24.0,1
WAT2WEY,ESH,BSM,18,105.0,1
WAT2WEY,ESH,DCH,26,147.0,1
WAT2WEY,ESH,FLE,9,16.0,1
WAT2WEY,ESH,FNB,8,13.0,1
WAT2WEY,ESH,HAM,21,118.0,1
WAT2WEY,ESH,HER,1,1.0,1
WAT2WEY,ESH,HOK,11,21.0,1
WAT2WEY,ESH,HOL,22,123.0,1
WAT2WEY,ESH,MTN,25,140.0,1
WAT2WEY,ESH,PKS,19,108.0,1
WAT2WEY,ESH,POO,20,113.0,1
WAT2WEY,ESH,SOA,14,50.0,1
WAT2WEY,ESH,UPW,27,155.0,1
WAT2WEY,ESH,WAL,2,2.0,1
WAT2WEY,ESH,WBY,5,6.0,1
WAT2WEY,ESH,WEY,28,159.0,1
WAT2WEY,ESH,WIN,13,41.0,1
WAT2WEY,ESH,WNF,10,18.0,1
WAT2WEY,ESH,WOK,6,7.0,1
WAT2WEY,ESH,WOO,24,134.0,1
WAT2WEY,ESH,WRM,23,127.0,1
WAT2WEY,ESH,WYB,3,4.0,1
WAT2WEY,ESL,ANF,4,24.0,916
WAT2WEY,ESL,BCU,4,30.0,3166
WAT2WEY,ESL,BEU,5,28.0,913
WAT2WEY,ESL,BMH,10,56.0,3159
WAT2WEY,ESL,BSM,11,63.0,3147
WAT2WEY,ESL,CHR,8,50.0,2159
WAT2WEY,ESL,DCH,19,104.0,3173
WAT2WEY,ESL,FRM,2,27.0,1
WAT2WEY,ESL,HAM,14,75.0,3173
WAT2WEY,ESL,HAV,2,13.0,5
WAT2WEY,ESL,HNA,7,45.0,2133
WAT2WEY,ESL,HOL,15,79.0,1012
WAT2WEY,ESL,MBK,5,15.0,5
WAT2WEY,ESL,MTN,18,98.0,2201
WAT2WEY,ESL,NWM,6,41.0,2178
WAT2WEY,ESL,PKS,12,66.0,3147
WAT2WEY,ESL,POK,9,54.0,2159
WAT2WEY,ESL,POO,13,69.0,3173
WAT2WEY,ESL,RDB,6,17.0,8
WAT2WEY,ESL,SDN,3,8.0,15
WAT2WEY,ESL,SOA,1,4.0,3173
WAT2WEY,ESL,SOU,2,12.0,3169
WAT2WEY,ESL,SWG,2,6.0,19
WAT2WEY,ESL,SWY,5,36.0,2134
WAT2WEY,ESL,TTN,3,19.0,2138
WAT2WEY,ESL,UPW,20,112.0,2200
WAT2WEY,ESL,WEY,21,116.0,3173
WAT2WEY,ESL,WOO,17,90.0,2888
WAT2WEY,ESL,WRM,16,83.0,3173
WAT2WEY,FLE,ANF,8,62.0,6
WAT2WEY,FLE,BCU,10,66.0,10
WAT2WEY,FLE,BEU,10,66.0,6
WAT2WEY,FLE,BMH,16,90.5,10
WAT2WEY,FLE,BSK,1,9.0,10
WAT2WEY,FLE,BSM,17,97.0,10
WAT2WEY,FLE,CHR,14,91.0,6
WAT2WEY,FLE,DCH,24,138.0,10
WAT2WEY,FLE,ESL,5,38.0,7
WAT2WEY,FLE,HAM,20,109.5,10
WAT2WEY,FLE,HNA,14,87.0,6
WAT2WEY,FLE,HOK,2,5.0,4
WAT2WEY,FLE,HOL,20,103.5,2
WAT2WEY,FLE,MBK,12,47.0,1
WAT2WEY,FLE,MIC,4,20.0,3
WAT2WEY,FLE,MTN,23,138.0,9
WAT2WEY,FLE,NWM,12,82.0,7
WAT2WEY,FLE,PKS,18,100.0,10
WAT2WEY,FLE,POK,16,95.0,6
WAT2WEY,FLE,POO,19,104.5,10
WAT2WEY,FLE,RDB,13,49.0,1
WAT2WEY,FLE,SDN,10,38.0,2
WAT2WEY,FLE,SHW,4,33.0,7
WAT2WEY,FLE,SOA,5,38.5,10
WAT2WEY,FLE,SOU,6,50.0,9
WAT2WEY,FLE,SWG,9,37.0,2
WAT2WEY,FLE,SWY,12,78.0,6
WAT2WEY,FLE,TTN,8,57.0,6
WAT2WEY,FLE,UPW,25,152.0,9
WAT2WEY,FLE,WEY,26,150.0,10
WAT2WEY,FLE,WIN,2,26.0,10
WAT2WEY,FLE,WNF,1,2.5,4
WAT2WEY,FLE,WOO,22,124.5,10
WAT2WEY,FLE,WRM,21,117.5,10
WAT2WEY,FNB,ANF,9,64.0,7
WAT2WEY,FNB,BCU,5,69.0,69
WAT2WEY,FNB,BEU,10,68.0,7
WAT2WEY,FNB,BMH,7,89.0,67
WAT2WEY,FNB,BSK,1,19.0,70
WAT2WEY,FNB,BSM,8,94.0,52
WAT2WEY,FNB,CHR,7,83.0,29
WAT2WEY,FNB,DCH,15,136.0,71
WAT2WEY,FNB,ESL,5,40.0,11
WAT2WEY,FNB,FLE,1,2.0,10
WAT2WEY,FNB,HAM,11,109.0,71
WAT2WEY,FNB,HAV,7,52.0,1
WAT2WEY,FNB,HNA,14,89.0,9
WAT2WEY,FNB,HOK,3,8.0,4
WAT2WEY,FNB,HOL,12,110.0,25
WAT2WEY,FNB,MBK,13,50.0,1
WAT2WEY,FNB,MIC,4,22.0,4
WAT2WEY,FNB,MTN,15,131.0,56
WAT2WEY,FNB,NWM,6,77.0,44
WAT2WEY,FNB,PKS,9,97.0,52
WAT2WEY,FNB,POK,8,87.0,29
WAT2WEY,FNB,POO,10,104.0,71
WAT2WEY,FNB,RDB,14,52.0,1
WAT2WEY,FNB,SDN,11,40.5,2
WAT2WEY,FNB,SHW,4,35.0,8
WAT2WEY,FNB,SOA,3,44.0,71
WAT2WEY,FNB,SOU,4,53.0,70
WAT2WEY,FNB,SWG,10,39.5,2
WAT2WEY,FNB,SWY,12,80.0,9
WAT2WEY,FNB,TTN,8,59.0,9
WAT2WEY,FNB,UPW,17,146.0,56
WAT2WEY,FNB,WEY,17,148.0,71
WAT2WEY,FNB,WIN,2,35.0,71
WAT2WEY,FNB,WNF,2,5.0,4
WAT2WEY,FNB,WOO,14,124.0,58
WAT2WEY,FNB,WRM,12,116.0,71
WAT2WEY,FRM,ANF,3,36.0,14
WAT2WEY,FRM,BCU,2,39.0,1050
WAT2WEY,FRM,BEU,4,37.0,2
WAT2WEY,FRM,BMH,4,57.0,1040
WAT2WEY,FRM,BSM,5,67.0,717
WAT2WEY,FRM,CHR,4,58.0,351
WAT2WEY,FRM,DCH,12,106.0,1053
WAT2WEY,FRM,HAM,8,79.0,1053
WAT2WEY,FRM,HNA,6,58.0,26
WAT2WEY,FRM,HOL,9,89.0,309
WAT2WEY,FRM,MTN,11,99.0,982
WAT2WEY,FRM,NWM,3,47.0,964
WAT2WEY,FRM,PKS,6,70.0,717
WAT2WEY,FRM,POK,5,62.0,351
WAT2WEY,FRM,POO,7,73.0,1053
WAT2WEY,FRM,SOU,1,24.0,1043
WAT2WEY,FRM,SWY,4,49.0,26
WAT2WEY,FRM,TTN,2,31.0,26
WAT2WEY,FRM,UPW,13,114.0,982
WAT2WEY,FRM,WEY,14,118.0,1053
WAT2WEY,FRM,WOO,10,92.0,983
WAT2WEY,FRM,WRM,9,85.0,1053
WAT2WEY,GLD,ANF,5,92.0,14
WAT2WEY,GLD,BCU,4,100.5,1096
WAT2WEY,GLD,BEU,6,97.0,2
WAT2WEY,GLD,BMH,6,121.0,1085
WAT2WEY,GLD,BSK,2,41.0,46
WAT2WEY,GLD,BSM,7,130.0,752
WAT2WEY,GLD,CHR,6,113.0,365
WAT2WEY,GLD,DCH,14,169.0,1098
WAT2WEY,GLD,ESL,4,74.0,3
WAT2WEY,GLD,FRM,2,59.0,1051
WAT2WEY,GLD,HAM,10,141.0,1098
WAT2WEY,GLD,HAV,1,42.0,1043
WAT2WEY,GLD,HNA,9,114.0,29
WAT2WEY,GLD,HOL,11,144.0,322
WAT2WEY,GLD,HSL,1,22.0,3
WAT2WEY,GLD,MIC,3,52.0,1
WAT2WEY,GLD,MTN,13,162.0,1015
WAT2WEY,GLD,NWM,5,108.0,992
WAT2WEY,GLD,PKS,8,133.0,752
WAT2WEY,GLD,POK,7,117.0,365
WAT2WEY,GLD,POO,9,135.0,1098
WAT2WEY,GLD,PTR,2,34.0,2
WAT2WEY,GLD,SOA,4,66.0,47
WAT2WEY,GLD,SOU,3,85.0,1090
WAT2WEY,GLD,SWY,7,105.0,29
WAT2WEY,GLD,TTN,4,87.0,29
WAT2WEY,GLD,UPW,15,176.0,1015
WAT2WEY,GLD,WEY,16,181.0,1098
WAT2WEY,GLD,WIN,3,57.0,47
WAT2WEY,GLD,WOK,1,15.0,42
WAT2WEY,GLD,WOO,12,155.0,1015
WAT2WEY,GLD,WRM,11,148.0,1098
WAT2WEY,HAM,DCH,4,27.0,31751
WAT2WEY,HAM,HOL,1,4.0,13247
WAT2WEY,HAM,MTN,4,22.0,20540
WAT2WEY,HAM,UPW,6,36.0,20608
WAT2WEY,HAM,WEY,6,40.0,31751
WAT2WEY,HAM,WOO,3,15.0,25254
WAT2WEY,HAM,WRM,1,7.0,31751
WAT2WEY,HAV,ANF,4,52.0,16
WAT2WEY,HAV,BCU,3,57.0,1075
WAT2WEY,HAV,BEU,4,33.5,4
WAT2WEY,HAV,BMH,5,77.0,1058
WAT2WEY,HAV,BSK,1,8.0,1
WAT2WEY,HAV,BSM,6,83.0,742
WAT2WEY,HAV,CHR,5,72.0,357
WAT2WEY,HAV,DCH,13,126.0,1079
WAT2WEY,HAV,FRM,1,16.0,1050
WAT2WEY,HAV,HAM,9,98.0,1079
WAT2WEY,HAV,HAV,2,22.0,1
WAT2WEY,HAV,HNA,7,74.0,29
WAT2WEY,HAV,HOL,10,103.5,316
WAT2WEY,HAV,MTN,12,119.0,991
WAT2WEY,HAV,NWM,4,63.0,970
WAT2WEY,HAV,PKS,7,86.0,742
WAT2WEY,HAV,POK,6,76.0,357
WAT2WEY,HAV,POO,8,92.0,1079
WAT2WEY,HAV,SOA,3,22.0,2
WAT2WEY,HAV,SOU,2,40.0,1045
WAT2WEY,HAV,SWY,5,65.0,29
WAT2WEY,HAV,TTN,3,47.0,29
WAT2WEY,HAV,UPW,14,134.0,991
WAT2WEY,HAV,WEY,15,138.0,1079
WAT2WEY,HAV,WIN,2,13.0,2
WAT2WEY,HAV,WOO,11,112.0,999
WAT2WEY,HAV,WRM,10,105.0,1079
WAT2WEY,HER,BCU,15,75.0,1
WAT2WEY,HER,BFN,3,4.0,1
WAT2WEY,HER,BKO,6,8.0,1
WAT2WEY,HER,BMH,16,97.0,1
WAT2WEY,HER,BSK,11,23.0,1
WAT2WEY,HER,BSM,17,104.0,1
WAT2WEY,HER,DCH,25,146.0,1
WAT2WEY,HER,FLE,8,15.0,1
WAT2WEY,HER,FNB,7,12.0,1
WAT2WEY,HER,HAM,20,117.0,1
WAT2WEY,HER,HOK,10,20.0,1
WAT2WEY,HER,HOL,21,122.0,1
WAT2WEY,HER,MTN,24,139.0,1
WAT2WEY,HER,PKS,18,107.0,1
WAT2WEY,HER,POO,19,112.0,1
WAT2WEY,HER,SOA,13,49.0,1
WAT2WEY,HER,UPW,26,154.0,1
WAT2WEY,HER,WAL,1,1.0,1
WAT2WEY,HER,WBY,4,5.0,1
WAT2WEY,HER,WEY,27,158.0,1
WAT2WEY,HER,WIN,12,40.0,1
WAT2WEY,HER,WNF,9,17.0,1
WAT2WEY,HER,WOK,5,6.0,1
WAT2WEY,HER,WOO,23,133.0,1
WAT2WEY,HER,WRM,22,126.0,1
WAT2WEY,HER,WYB,2,3.0,1
