journey,current_station,destination_station,stops_remaining,remaining_minutes,sample_count
WEY2WAT,CHR,VXH,19,144.0,3
WEY2WAT,CHR,WAT,8,112.0,9432
WEY2WAT,CHR,WIM,7,99.0,85
WEY2WAT,CHR,WIN,5,48.0,9009
WEY2WAT,CHR,WNF,10,78.0,12
WEY2WAT,CHR,WOK,7,100.0,3272
WEY2WAT,CHR,WPL,14,116.5,2
WEY2WAT,CHR,WYB,8,93.0,1
WEY2WAT,CLJ,CLJ,1,2.5,2
WEY2WAT,CLJ,VXH,1,5.0,5
WEY2WAT,CLJ,WAT,1,9.0,11032
WEY2WAT,CLJ,WOK,2,37.5,2
WEY2WAT,CSA,CLJ,4,75.0,1
WEY2WAT,CSA,GLD,2,42.0,1
WEY2WAT,CSA,HAV,1,6.0,1
WEY2WAT,CSA,WAT,5,84.0,1
WEY2WAT,CSA,WOK,3,51.0,1
WEY2WAT,DCH,ANF,15,87.0,1645
WEY2WAT,DCH,BCU,10,71.0,18881
WEY2WAT,DCH,BEU,15,90.0,184
WEY2WAT,DCH,BFN,17,155.0,1
WEY2WAT,DCH,BKO,20,139.5,14
WEY2WAT,DCH,BMH,7,46.0,18513
WEY2WAT,DCH,BSK,15,123.0,10232
WEY2WAT,DCH,BSM,5,37.0,11170
WEY2WAT,DCH,CHR,9,58.0,9432
WEY2WAT,DCH,CLJ,16,161.0,11016
WEY2WAT,DCH,EAD,24,186.0,1
WEY2WAT,DCH,ESH,21,168.0,1
WEY2WAT,DCH,ESL,19,113.0,993
WEY2WAT,DCH,FLE,18,133.0,19
WEY2WAT,DCH,FNB,16,141.0,93
WEY2WAT,DCH,FRM,12,110.0,1079
WEY2WAT,DCH,GLD,14,166.0,1122
WEY2WAT,DCH,HAM,4,27.0,18882
WEY2WAT,DCH,HAV,13,125.0,1077
WEY2WAT,DCH,HER,20,165.0,1
WEY2WAT,DCH,HNA,11,64.0,1718
WEY2WAT,DCH,HOK,16,128.5,16
WEY2WAT,DCH,HOL,4,25.0,8341
WEY2WAT,DCH,HSL,14,148.0,1
WEY2WAT,DCH,KWB,15,177.5,2
WEY2WAT,DCH,MBK,18,100.0,1
WEY2WAT,DCH,MIC,22,143.0,171
WEY2WAT,DCH,MTN,1,8.0,11425
WEY2WAT,DCH,NWM,10,65.0,11110
WEY2WAT,DCH,PKS,4,33.5,11170
WEY2WAT,DCH,POK,8,55.0,9421
WEY2WAT,DCH,POO,5,33.0,18837
WEY2WAT,DCH,RDB,17,96.0,1
WEY2WAT,DCH,SDN,15,98.5,10
WEY2WAT,DCH,SHW,20,120.0,744
WEY2WAT,DCH,SNS,25,196.0,6
WEY2WAT,DCH,SOA,12,96.0,17805
WEY2WAT,DCH,SOU,11,87.0,18862
WEY2WAT,DCH,SUR,21,186.0,13
WEY2WAT,DCH,SWG,10,86.5,6
WEY2WAT,DCH,SWY,13,73.0,1712
WEY2WAT,DCH,TTN,16,91.0,1669
WEY2WAT,DCH,VXH,28,209.0,5
WEY2WAT,DCH,WAL,19,162.0,1
WEY2WAT,DCH,WAT,17,169.0,18882
WEY2WAT,DCH,WBY,16,152.0,1
WEY2WAT,DCH,WIM,16,156.0,171
WEY2WAT,DCH,WIN,13,105.0,17805
WEY2WAT,DCH,WNF,17,130.0,16
WEY2WAT,DCH,WOK,11,131.0,12390
WEY2WAT,DCH,WOO,2,14.0,11580
WEY2WAT,DCH,WPL,16,150.0,14
WEY2WAT,DCH,WRM,3,20.0,18778
WEY2WAT,DCH,WYB,18,154.5,2
WEY2WAT,EAD,CLJ,1,3.0,1
WEY2WAT,EAD,VXH,2,11.0,1
WEY2WAT,EAD,WAT,3,22.0,1
WEY2WAT,ESH,CLJ,4,21.0,1
WEY2WAT,ESH,EAD,3,18.0,1
WEY2WAT,ESH,SUR,1,4.0,1
WEY2WAT,ESH,VXH,5,29.0,1
WEY2WAT,ESH,WAT,6,40.0,1
WEY2WAT,ESH,WIM,2,14.0,1
WEY2WAT,ESL,BFN,5,62.0,1
WEY2WAT,ESL,BKO,8,54.5,6
WEY2WAT,ESL,BSK,3,29.0,983
WEY2WAT,ESL,CLJ,5,71.0,977
WEY2WAT,ESL,EAD,12,93.0,1
WEY2WAT,ESL,ESH,9,75.0,1
WEY2WAT,ESL,ESL,1,1.0,2
WEY2WAT,ESL,FLE,6,42.5,8
WEY2WAT,ESL,FNB,5,51.0,32
WEY2WAT,ESL,GLD,5,69.0,4
WEY2WAT,ESL,HER,8,72.0,1
WEY2WAT,ESL,HOK,4,37.0,7
WEY2WAT,ESL,MIC,3,23.0,151
WEY2WAT,ESL,SHW,1,7.0,740
WEY2WAT,ESL,SNS,6,76.0,5
WEY2WAT,ESL,SUR,6,74.0,7
WEY2WAT,ESL,VXH,10,90.0,5
WEY2WAT,ESL,WAL,7,69.0,1
WEY2WAT,ESL,WAT,6,80.0,1002
WEY2WAT,ESL,WBY,4,59.0,1
WEY2WAT,ESL,WIM,7,79.0,7
WEY2WAT,ESL,WIN,2,12.0,1002
WEY2WAT,ESL,WNF,5,40.0,7
WEY2WAT,ESL,WOK,4,49.0,976
WEY2WAT,ESL,WPL,5,63.0,2
WEY2WAT,ESL,WYB,6,65.0,1
WEY2WAT,FLE,BKO,2,7.0,14
WEY2WAT,FLE,CLJ,4,32.0,15
WEY2WAT,FLE,FNB,1,3.0,19
WEY2WAT,FLE,VXH,6,45.0,1
WEY2WAT,FLE,WAT,5,40.0,19
WEY2WAT,FLE,WIM,4,28.0,2
WEY2WAT,FLE,WOK,3,11.0,19
WEY2WAT,FNB,BKO,1,4.0,14
WEY2WAT,FNB,CLJ,2,30.0,74
WEY2WAT,FNB,SUR,2,23.0,1
WEY2WAT,FNB,VXH,5,41.0,2
WEY2WAT,FNB,WAT,3,41.0,93
WEY2WAT,FNB,WIM,3,29.0,3
WEY2WAT,FNB,WOK,1,10.0,90
WEY2WAT,FRM,BSK,1,5.0,1
WEY2WAT,FRM,CLJ,4,89.0,1035
WEY2WAT,FRM,GLD,2,56.0,1077
WEY2WAT,FRM,HAV,1,15.0,1077
WEY2WAT,FRM,HSL,2,38.0,1
WEY2WAT,FRM,SUR,3,81.0,2
WEY2WAT,FRM,WAT,5,99.0,1079
WEY2WAT,FRM,WOK,3,67.0,711
WEY2WAT,GLD,CLJ,2,33.0,1077
WEY2WAT,GLD,SUR,1,28.5,4
WEY2WAT,GLD,WAT,3,44.0,1122
WEY2WAT,GLD,WOK,1,11.0,709
WEY2WAT,HAM,ANF,11,59.0,1645
WEY2WAT,HAM,BCU,6,42.0,18881
WEY2WAT,HAM,BEU,11,63.0,184
WEY2WAT,HAM,BFN,13,128.0,1
WEY2WAT,HAM,BKO,15,109.0,14
WEY2WAT,HAM,BMH,4,19.0,18513
WEY2WAT,HAM,BSK,10,93.0,10232
WEY2WAT,HAM,BSM,3,14.0,11170
WEY2WAT,HAM,CHR,4,28.0,9432
WEY2WAT,HAM,CLJ,11,132.0,11016
WEY2WAT,HAM,EAD,20,159.0,1
WEY2WAT,HAM,ESH,17,141.0,1
WEY2WAT,HAM,ESL,15,83.0,993
WEY2WAT,HAM,FLE,13,103.0,19
WEY2WAT,HAM,FNB,11,112.0,93
WEY2WAT,HAM,FRM,8,82.0,1079
WEY2WAT,HAM,GLD,10,138.0,1122
WEY2WAT,HAM,HAV,9,98.0,1077
WEY2WAT,HAM,HER,16,138.0,1
WEY2WAT,HAM,HNA,7,37.0,1718
WEY2WAT,HAM,HOK,11,98.5,16
WEY2WAT,HAM,HSL,10,121.0,1
WEY2WAT,HAM,KWB,12,151.5,2
WEY2WAT,HAM,MBK,14,69.0,1
WEY2WAT,HAM,MIC,18,116.0,171
WEY2WAT,HAM,NWM,5,35.0,11110
WEY2WAT,HAM,PKS,2,10.0,11170
WEY2WAT,HAM,POK,3,25.0,9421
WEY2WAT,HAM,POO,1,5.0,18837
WEY2WAT,HAM,RDB,13,65.0,1
WEY2WAT,HAM,SDN,10,70.0,10
WEY2WAT,HAM,SHW,16,90.0,744
WEY2WAT,HAM,SNS,21,169.0,6
WEY2WAT,HAM,SOA,8,66.0,17805
WEY2WAT,HAM,SOU,7,57.0,18862
WEY2WAT,HAM,SUR,17,159.0,13
WEY2WAT,HAM,SWG,8,62.0,6
WEY2WAT,HAM,SWY,9,46.0,1712
WEY2WAT,HAM,TTN,12,63.0,1669
WEY2WAT,HAM,VXH,24,182.0,5
WEY2WAT,HAM,WAL,15,135.0,1
WEY2WAT,HAM,WAT,12,139.0,18882
WEY2WAT,HAM,WBY,12,125.0,1
WEY2WAT,HAM,WIM,11,127.0,171
WEY2WAT,HAM,WIN,9,75.0,17805
WEY2WAT,HAM,WNF,12,100.0,16
WEY2WAT,HAM,WOK,9,108.0,12390
WEY2WAT,HAM,WPL,12,123.0,14
WEY2WAT,HAM,WYB,13,126.0,2
WEY2WAT,HAV,CLJ,3,74.0,1033
WEY2WAT,HAV,GLD,1,40.0,1077
WEY2WAT,HAV,HSL,1,23.0,1
WEY2WAT,HAV,SUR,2,68.0,2
WEY2WAT,HAV,WAT,4,84.0,1077
WEY2WAT,HAV,WOK,2,53.0,709
WEY2WAT,HER,CLJ,5,24.0,1
WEY2WAT,HER,EAD,4,21.0,1
WEY2WAT,HER,ESH,1,3.0,1
WEY2WAT,HER,SUR,2,7.0,1
WEY2WAT,HER,VXH,6,32.0,1
WEY2WAT,HER,WAT,7,43.0,1
WEY2WAT,HER,WIM,3,17.0,1
WEY2WAT,HNA,ANF,4,22.0,1622
WEY2WAT,HNA,BCU,3,13.0,1718
WEY2WAT,HNA,BEU,4,20.0,175
WEY2WAT,HNA,BKO,17,102.5,4
WEY2WAT,HNA,BSK,11,75.0,998
WEY2WAT,HNA,CLJ,13,117.0,1096
WEY2WAT,HNA,ESL,8,46.0,808
WEY2WAT,HNA,FLE,15,93.0,5
WEY2WAT,HNA,FNB,14,99.0,29
WEY2WAT,HNA,FRM,7,58.0,129
WEY2WAT,HNA,GLD,9,114.0,133
WEY2WAT,HNA,HAV,8,75.0,129
WEY2WAT,HNA,HNA,2,5.0,1
WEY2WAT,HNA,HOK,13,84.0,5
WEY2WAT,HNA,MBK,7,32.0,1
WEY2WAT,HNA,MIC,11,71.0,138
WEY2WAT,HNA,NWM,1,4.0,1716
WEY2WAT,HNA,RDB,6,28.0,1
WEY2WAT,HNA,SDN,7,69.0,5
WEY2WAT,HNA,SHW,9,53.0,730
WEY2WAT,HNA,SNS,14,124.0,5
WEY2WAT,HNA,SOA,7,42.0,1589
WEY2WAT,HNA,SOU,6,33.0,1714
WEY2WAT,HNA,SUR,14,122.0,7
WEY2WAT,HNA,SWG,8,43.0,1
WEY2WAT,HNA,SWY,2,9.0,1713
WEY2WAT,HNA,TTN,5,26.0,1637
WEY2WAT,HNA,VXH,18,138.0,3
WEY2WAT,HNA,WAT,12,127.0,1718
WEY2WAT,HNA,WIM,10,121.0,28
WEY2WAT,HNA,WIN,10,58.0,1589
WEY2WAT,HNA,WNF,14,88.0,5
WEY2WAT,HNA,WOK,12,97.0,1544
WEY2WAT,HNA,WPL,14,110.5,2
WEY2WAT,HOK,BKO,4,11.0,14
WEY2WAT,HOK,CLJ,6,36.0,12
WEY2WAT,HOK,FLE,2,4.0,16
WEY2WAT,HOK,FNB,3,7.0,16
WEY2WAT,HOK,VXH,8,54.0,1
WEY2WAT,HOK,WAT,7,43.0,16
WEY2WAT,HOK,WIM,6,34.5,2
WEY2WAT,HOK,WNF,1,2.0,16
WEY2WAT,HOK,WOK,5,15.0,16
WEY2WAT,HOL,ANF,12,59.0,704
WEY2WAT,HOL,BCU,7,47.0,8340
WEY2WAT,HOL,BEU,10,52.0,33
WEY2WAT,HOL,BKO,16,114.0,6
WEY2WAT,HOL,BMH,3,21.0,8163
WEY2WAT,HOL,BSK,11,98.0,7246
WEY2WAT,HOL,BSM,4,18.0,1097
WEY2WAT,HOL,CHR,5,33.0,8016
WEY2WAT,HOL,CLJ,12,135.0,7500
WEY2WAT,HOL,ESL,10,74.0,33
WEY2WAT,HOL,FLE,14,107.5,8
WEY2WAT,HOL,FNB,12,116.0,30
WEY2WAT,HOL,FRM,9,86.0,317
WEY2WAT,HOL,GLD,11,147.0,331
WEY2WAT,HOL,HAM,1,5.0,8341
WEY2WAT,HOL,HAV,10,101.0,315
WEY2WAT,HOL,HNA,8,37.0,776
WEY2WAT,HOL,HOK,12,103.5,6
WEY2WAT,HOL,KWB,13,155.0,1
WEY2WAT,HOL,MIC,11,88.0,18
WEY2WAT,HOL,NWM,6,40.0,8016
WEY2WAT,HOL,PKS,3,14.0,1097
WEY2WAT,HOL,POK,4,30.0,8014
WEY2WAT,HOL,POO,2,10.0,8320
WEY2WAT,HOL,SDN,9,68.0,1
WEY2WAT,HOL,SHW,11,78.0,10
WEY2WAT,HOL,SOA,9,71.0,8026
WEY2WAT,HOL,SOU,8,62.0,8327
WEY2WAT,HOL,SUR,12,126.0,1
WEY2WAT,HOL,SWG,10,69.0,1
WEY2WAT,HOL,SWY,10,46.0,772
WEY2WAT,HOL,TTN,13,64.0,717
WEY2WAT,HOL,WAT,13,145.0,8341
WEY2WAT,HOL,WIM,12,132.0,79
WEY2WAT,HOL,WIN,10,81.0,8026
WEY2WAT,HOL,WNF,13,105.0,6
WEY2WAT,HOL,WOK,12,118.0,2205
WEY2WAT,HOL,WYB,13,126.0,1
WEY2WAT,HSL,CLJ,3,46.0,1
WEY2WAT,HSL,GLD,1,14.0,1
WEY2WAT,HSL,WAT,4,59.0,1
WEY2WAT,HSL,WOK,2,25.0,1
WEY2WAT,KWB,CLJ,1,10.0,2
WEY2WAT,KWB,WAT,2,30.5,2
WEY2WAT,MBK,BSK,7,87.0,1
WEY2WAT,MBK,CLJ,9,127.0,1
WEY2WAT,MBK,ESL,3,45.0,1
WEY2WAT,MBK,MIC,6,71.0,1
WEY2WAT,MBK,SHW,4,53.0,1
WEY2WAT,MBK,SOA,2,40.0,1
WEY2WAT,MBK,SOU,1,2.0,1
WEY2WAT,MBK,WAT,10,136.0,1
WEY2WAT,MBK,WIN,5,58.0,1
WEY2WAT,MBK,WOK,8,107.0,1
WEY2WAT,MIC,BKO,6,33.5,4
WEY2WAT,MIC,BSK,1,10.0,164
WEY2WAT,MIC,CLJ,3,51.0,159
WEY2WAT,MIC,FLE,4,24.0,4
WEY2WAT,MIC,FNB,2,26.0,25
WEY2WAT,MIC,GLD,4,47.0,1
WEY2WAT,MIC,HOK,2,17.5,4
WEY2WAT,MIC,SNS,3,53.0,4
WEY2WAT,MIC,SUR,3,48.0,5
WEY2WAT,MIC,VXH,7,67.0,3
WEY2WAT,MIC,WAT,4,61.0,171
WEY2WAT,MIC,WIM,4,56.0,5
WEY2WAT,MIC,WNF,3,20.0,4
WEY2WAT,MIC,WOK,2,30.0,156
WEY2WAT,MIC,WPL,3,41.0,1
WEY2WAT,MTN,ANF,14,80.0,1473
WEY2WAT,MTN,BCU,10,64.0,11424
WEY2WAT,MTN,BEU,14,82.0,174
WEY2WAT,MTN,BFN,16,148.0,1
WEY2WAT,MTN,BKO,21,134.0,11
WEY2WAT,MTN,BMH,6,38.0,11185
WEY2WAT,MTN,BSK,14,115.0,9782
WEY2WAT,MTN,BSM,6,33.0,3713
WEY2WAT,MTN,CHR,8,50.0,9255
WEY2WAT,MTN,CLJ,15,153.0,10670
WEY2WAT,MTN,EAD,23,179.0,1
WEY2WAT,MTN,ESH,20,161.0,1
WEY2WAT,MTN,ESL,18,104.0,970
WEY2WAT,MTN,FLE,17,127.0,15
WEY2WAT,MTN,FNB,16,133.0,73
WEY2WAT,MTN,FRM,11,103.0,950
WEY2WAT,MTN,GLD,13,157.0,979
WEY2WAT,MTN,HAM,4,22.0,11425
WEY2WAT,MTN,HAV,12,117.0,948
WEY2WAT,MTN,HER,19,158.0,1
WEY2WAT,MTN,HNA,10,57.0,1550
WEY2WAT,MTN,HOK,18,126.5,12
WEY2WAT,MTN,HOL,3,17.0,8192
WEY2WAT,MTN,HSL,13,140.0,1
WEY2WAT,MTN,KWB,16,172.0,1
WEY2WAT,MTN,MBK,17,90.0,1
WEY2WAT,MTN,MIC,21,135.0,159
WEY2WAT,MTN,NWM,9,57.0,10934
WEY2WAT,MTN,PKS,5,30.0,3713
WEY2WAT,MTN,POK,7,47.0,9251
WEY2WAT,MTN,POO,5,27.0,11401
WEY2WAT,MTN,RDB,16,86.0,1
WEY2WAT,MTN,SDN,17,126.0,7
WEY2WAT,MTN,SHW,19,111.0,742
WEY2WAT,MTN,SNS,24,188.0,6
WEY2WAT,MTN,SOA,12,88.0,10477
WEY2WAT,MTN,SOU,11,79.0,11410
WEY2WAT,MTN,SUR,22,184.5,10
WEY2WAT,MTN,SWG,13,86.0,3
WEY2WAT,MTN,SWY,12,66.0,1545
WEY2WAT,MTN,TTN,15,84.0,1487
WEY2WAT,MTN,VXH,27,201.0,5
WEY2WAT,MTN,WAL,18,155.0,1
WEY2WAT,MTN,WAT,16,162.0,11425
WEY2WAT,MTN,WBY,15,145.0,1
WEY2WAT,MTN,WIM,15,149.0,109
WEY2WAT,MTN,WIN,13,98.0,10477
WEY2WAT,MTN,WNF,19,129.5,12
WEY2WAT,MTN,WOK,15,136.0,5009
WEY2WAT,MTN,WOO,1,6.0,11388
WEY2WAT,MTN,WPL,15,142.0,14
WEY2WAT,MTN,WRM,2,13.0,11361
WEY2WAT,MTN,WYB,16,147.0,2
WEY2WAT,NWM,ANF,3,18.0,1634
WEY2WAT,NWM,BCU,1,7.0,11109
WEY2WAT,NWM,BEU,3,16.0,183
WEY2WAT,NWM,BKO,12,76.0,11
WEY2WAT,NWM,BSK,5,58.0,9561
WEY2WAT,NWM,CLJ,6,96.0,10441
WEY2WAT,NWM,ESL,7,42.0,846
WEY2WAT,NWM,FLE,10,69.0,13
WEY2WAT,NWM,FNB,9,78.0,70
WEY2WAT,NWM,FRM,3,46.0,952
WEY2WAT,NWM,GLD,5,102.0,980
WEY2WAT,NWM,HAV,4,62.0,950
WEY2WAT,NWM,HNA,1,2.0,1
WEY2WAT,NWM,HOK,8,68.0,12
WEY2WAT,NWM,HSL,5,86.0,1
WEY2WAT,NWM,KWB,7,115.0,1
WEY2WAT,NWM,MBK,6,28.0,1
WEY2WAT,NWM,MIC,10,67.0,159
WEY2WAT,NWM,RDB,5,24.0,1
WEY2WAT,NWM,SDN,6,64.0,6
WEY2WAT,NWM,SHW,8,49.0,742
WEY2WAT,NWM,SNS,13,120.0,6
WEY2WAT,NWM,SOA,3,31.0,10160
WEY2WAT,NWM,SOU,2,22.0,11096
WEY2WAT,NWM,SUR,13,116.5,8
WEY2WAT,NWM,SWG,6,34.0,2
WEY2WAT,NWM,SWY,1,5.0,1712
WEY2WAT,NWM,TTN,4,22.0,1648
WEY2WAT,NWM,VXH,17,134.0,3
WEY2WAT,NWM,WAT,7,106.0,11110
WEY2WAT,NWM,WIM,6,92.0,109
WEY2WAT,NWM,WIN,4,41.0,10160
WEY2WAT,NWM,WNF,9,71.0,12
WEY2WAT,NWM,WOK,6,80.0,4711
WEY2WAT,NWM,WPL,7,88.0,14
WEY2WAT,NWM,WYB,7,86.0,1
WEY2WAT,PKS,ANF,9,49.0,1558
WEY2WAT,PKS,BCU,3,29.0,11170
WEY2WAT,PKS,BEU,9,46.0,148
WEY2WAT,PKS,BFN,11,118.0,1
WEY2WAT,PKS,BKO,19,120.5,8
WEY2WAT,PKS,BMH,2,10.0,10974
WEY2WAT,PKS,BSK,8,82.0,2796
WEY2WAT,PKS,BSM,1,4.0,11170
WEY2WAT,PKS,CHR,4,21.0,1721
WEY2WAT,PKS,CLJ,10,143.0,3343
WEY2WAT,PKS,EAD,18,149.0,1
WEY2WAT,PKS,ESH,15,131.0,1
WEY2WAT,PKS,ESL,13,73.0,957
WEY2WAT,PKS,FLE,12,103.0,12
WEY2WAT,PKS,FNB,11,103.0,67
WEY2WAT,PKS,FRM,6,73.0,801
WEY2WAT,PKS,GLD,8,127.0,832
WEY2WAT,PKS,HAV,7,88.0,801
WEY2WAT,PKS,HER,14,128.0,1
WEY2WAT,PKS,HNA,5,27.0,1559
WEY2WAT,PKS,HOK,15,103.0,10
WEY2WAT,PKS,HSL,8,111.0,1
WEY2WAT,PKS,KWB,9,143.0,1
WEY2WAT,PKS,MBK,12,59.0,1
WEY2WAT,PKS,MIC,16,98.0,150
WEY2WAT,PKS,NWM,5,26.0,3399
WEY2WAT,PKS,POK,3,18.0,1711
WEY2WAT,PKS,RDB,11,55.0,1
WEY2WAT,PKS,SDN,11,67.0,9
WEY2WAT,PKS,SHW,14,80.0,733
WEY2WAT,PKS,SNS,19,151.0,6
WEY2WAT,PKS,SOA,5,53.0,10369
WEY2WAT,PKS,SOU,4,44.0,11160
WEY2WAT,PKS,SUR,16,143.5,12
WEY2WAT,PKS,SWG,5,52.0,5
WEY2WAT,PKS,SWY,7,36.0,1556
WEY2WAT,PKS,TTN,10,53.0,1568
WEY2WAT,PKS,VXH,22,164.0,5
WEY2WAT,PKS,WAL,13,125.0,1
WEY2WAT,PKS,WAT,8,126.0,11170
WEY2WAT,PKS,WBY,10,115.0,1
WEY2WAT,PKS,WIM,8,113.0,112
WEY2WAT,PKS,WIN,6,63.0,10369
WEY2WAT,PKS,WNF,16,106.0,10
WEY2WAT,PKS,WOK,7,97.0,10684
WEY2WAT,PKS,WPL,10,113.0,14
WEY2WAT,PKS,WYB,12,121.0,1
WEY2WAT,POK,ANF,6,31.0,1633
WEY2WAT,POK,BCU,3,17.0,9421
WEY2WAT,POK,BEU,6,29.0,182
WEY2WAT,POK,BKO,14,86.0,11
WEY2WAT,POK,BSK,7,68.0,8407
WEY2WAT,POK,CHR,1,3.0,9422
WEY2WAT,POK,CLJ,8,106.0,8761
WEY2WAT,POK,ESL,10,55.0,839
WEY2WAT,POK,FLE,12,79.0,13
WEY2WAT,POK,FNB,13,96.0,57
WEY2WAT,POK,FRM,5,56.0,425
WEY2WAT,POK,GLD,7,117.0,441
WEY2WAT,POK,HAV,6,72.0,423
WEY2WAT,POK,HNA,2,9.0,1717
WEY2WAT,POK,HOK,10,78.0,12
WEY2WAT,POK,KWB,9,125.0,1
WEY2WAT,POK,MBK,9,41.0,1
WEY2WAT,POK,MIC,13,80.0,157
WEY2WAT,POK,NWM,2,10.0,9422
WEY2WAT,POK,RDB,8,37.0,1
WEY2WAT,POK,SDN,9,77.0,6
WEY2WAT,POK,SHW,11,62.0,740
WEY2WAT,POK,SNS,16,133.0,5
WEY2WAT,POK,SOA,5,41.0,8999
WEY2WAT,POK,SOU,4,32.0,9408
WEY2WAT,POK,SUR,16,129.5,8
WEY2WAT,POK,SWG,8,45.5,2
WEY2WAT,POK,SWY,4,18.0,1712
WEY2WAT,POK,TTN,7,35.0,1647
WEY2WAT,POK,VXH,20,147.0,3
WEY2WAT,POK,WAT,9,115.0,9422
WEY2WAT,POK,WIM,8,102.0,84
WEY2WAT,POK,WIN,6,51.0,8999
WEY2WAT,POK,WNF,11,81.0,12
WEY2WAT,POK,WOK,8,103.0,3262
WEY2WAT,POK,WPL,16,119.5,2
WEY2WAT,POK,WYB,9,96.0,1
WEY2WAT,POO,ANF,10,54.0,1645
WEY2WAT,POO,BCU,5,37.0,18881
WEY2WAT,POO,BEU,10,56.0,184
WEY2WAT,POO,BFN,12,123.0,1
WEY2WAT,POO,BKO,14,104.0,14
WEY2WAT,POO,BMH,3,14.0,18513
WEY2WAT,POO,BSK,9,88.0,10232
WEY2WAT,POO,BSM,2,9.0,11170
WEY2WAT,POO,CHR,3,23.0,9432
WEY2WAT,POO,CLJ,10,127.0,11016
WEY2WAT,POO,EAD,19,154.0,1
WEY2WAT,POO,ESH,16,136.0,1
WEY2WAT,POO,ESL,14,78.0,993
WEY2WAT,POO,FLE,12,98.0,19
WEY2WAT,POO,FNB,10,107.0,93
WEY2WAT,POO,FRM,7,77.0,1079
WEY2WAT,POO,GLD,9,133.0,1122
WEY2WAT,POO,HAV,8,93.0,1077
WEY2WAT,POO,HER,15,133.0,1
WEY2WAT,POO,HNA,6,32.0,1718
WEY2WAT,POO,HOK,10,93.5,16
WEY2WAT,POO,HSL,9,116.0,1
WEY2WAT,POO,KWB,10,146.5,2
