journey,current_station,destination_station,stops_remaining,remaining_minutes,sample_count
WEY2WAT,POO,MBK,13,64.0,1
WEY2WAT,POO,MIC,17,109.0,171
WEY2WAT,POO,NWM,4,30.0,11110
WEY2WAT,POO,PKS,1,5.0,11170
WEY2WAT,POO,POK,2,20.0,9421
WEY2WAT,POO,RDB,12,60.0,1
WEY2WAT,POO,SDN,10,65.0,10
WEY2WAT,POO,SHW,15,85.0,744
WEY2WAT,POO,SNS,20,163.0,6
WEY2WAT,POO,SOA,7,61.0,17805
WEY2WAT,POO,SOU,6,52.0,18862
WEY2WAT,POO,SUR,16,153.0,13
WEY2WAT,POO,SWG,6,57.0,6
WEY2WAT,POO,SWY,8,41.0,1712
WEY2WAT,POO,TTN,11,58.0,1669
WEY2WAT,POO,VXH,23,176.0,5
WEY2WAT,POO,WAL,14,130.0,1
WEY2WAT,POO,WAT,11,134.0,18882
WEY2WAT,POO,WBY,11,120.0,1
WEY2WAT,POO,WIM,10,122.0,171
WEY2WAT,POO,WIN,8,70.0,17805
WEY2WAT,POO,WNF,11,95.0,16
WEY2WAT,POO,WOK,8,102.0,12390
WEY2WAT,POO,WPL,11,118.0,14
WEY2WAT,POO,WYB,12,121.0,2
WEY2WAT,PTC,CLJ,5,80.0,1
WEY2WAT,PTC,GLD,3,47.0,1
WEY2WAT,PTC,HAV,2,11.0,1
WEY2WAT,PTC,WAT,6,89.0,1
WEY2WAT,PTC,WOK,4,56.0,1
WEY2WAT,RDB,BSK,8,91.0,1
WEY2WAT,RDB,CLJ,10,131.0,1
WEY2WAT,RDB,ESL,4,49.0,1
WEY2WAT,RDB,MBK,1,4.0,1
WEY2WAT,RDB,MIC,7,75.0,1
WEY2WAT,RDB,SHW,5,57.0,1
WEY2WAT,RDB,SOA,3,44.0,1
WEY2WAT,RDB,SOU,2,6.0,1
WEY2WAT,RDB,WAT,11,140.0,1
WEY2WAT,RDB,WIN,6,62.0,1
WEY2WAT,RDB,WOK,9,111.0,1
WEY2WAT,SDN,BSK,6,42.0,7
WEY2WAT,SDN,CLJ,8,88.0,9
WEY2WAT,SDN,ESL,2,9.0,8
WEY2WAT,SDN,FRM,1,22.5,2
WEY2WAT,SDN,GLD,3,82.5,2
WEY2WAT,SDN,HAV,2,40.5,2
WEY2WAT,SDN,MIC,5,34.5,4
WEY2WAT,SDN,SHW,3,18.0,5
WEY2WAT,SDN,SOA,1,4.5,8
WEY2WAT,SDN,SWG,1,3.0,3
WEY2WAT,SDN,WAT,8,97.0,10
WEY2WAT,SDN,WIN,4,20.0,8
WEY2WAT,SDN,WOK,7,65.0,7
WEY2WAT,SHW,BKO,8,52.0,5
WEY2WAT,SHW,BSK,2,22.0,742
WEY2WAT,SHW,CLJ,4,64.0,741
WEY2WAT,SHW,FLE,6,37.0,6
WEY2WAT,SHW,FNB,4,41.0,28
WEY2WAT,SHW,GLD,5,61.0,2
WEY2WAT,SHW,HOK,4,30.5,6
WEY2WAT,SHW,MIC,2,15.0,141
WEY2WAT,SHW,SNS,5,68.0,5
WEY2WAT,SHW,SUR,5,63.0,5
WEY2WAT,SHW,VXH,9,82.0,3
WEY2WAT,SHW,WAT,5,73.0,744
WEY2WAT,SHW,WIM,6,71.0,5
WEY2WAT,SHW,WIN,1,5.0,744
WEY2WAT,SHW,WNF,4,33.0,6
WEY2WAT,SHW,WOK,3,42.0,737
WEY2WAT,SHW,WPL,5,56.0,1
WEY2WAT,SNS,CLJ,1,22.0,6
WEY2WAT,SNS,WAT,2,34.5,6
WEY2WAT,SOA,BFN,6,67.0,1
WEY2WAT,SOA,BKO,7,43.5,14
WEY2WAT,SOA,BSK,2,27.0,10231
WEY2WAT,SOA,CLJ,3,65.0,9983
WEY2WAT,SOA,EAD,13,98.0,1
WEY2WAT,SOA,ESH,10,80.0,1
WEY2WAT,SOA,ESL,1,4.0,993
WEY2WAT,SOA,FLE,5,37.0,19
WEY2WAT,SOA,FNB,3,47.0,93
WEY2WAT,SOA,FRM,2,30.0,2
WEY2WAT,SOA,GLD,4,67.0,45
WEY2WAT,SOA,HER,9,77.0,1
WEY2WAT,SOA,HOK,3,32.0,16
WEY2WAT,SOA,KWB,4,87.0,2
WEY2WAT,SOA,MIC,4,30.0,171
WEY2WAT,SOA,SHW,2,11.0,744
WEY2WAT,SOA,SNS,7,83.0,6
WEY2WAT,SOA,SUR,7,73.0,11
WEY2WAT,SOA,VXH,11,97.0,5
WEY2WAT,SOA,WAL,8,74.0,1
WEY2WAT,SOA,WAT,4,73.0,17805
WEY2WAT,SOA,WBY,5,64.0,1
WEY2WAT,SOA,WIM,3,60.0,171
WEY2WAT,SOA,WIN,1,10.0,17805
WEY2WAT,SOA,WNF,4,34.0,16
WEY2WAT,SOA,WOK,2,43.0,11681
WEY2WAT,SOA,WPL,4,57.0,14
WEY2WAT,SOA,WYB,6,62.5,2
WEY2WAT,SOU,BFN,7,76.0,1
WEY2WAT,SOU,BKO,8,52.5,14
WEY2WAT,SOU,BSK,3,36.0,10232
WEY2WAT,SOU,CLJ,4,74.0,11016
WEY2WAT,SOU,EAD,14,107.0,1
WEY2WAT,SOU,ESH,11,89.0,1
WEY2WAT,SOU,ESL,2,14.0,993
WEY2WAT,SOU,FLE,6,46.0,19
WEY2WAT,SOU,FNB,4,56.0,93
WEY2WAT,SOU,FRM,1,24.0,1079
WEY2WAT,SOU,GLD,3,80.0,1122
WEY2WAT,SOU,HAV,2,40.0,1077
WEY2WAT,SOU,HER,10,86.0,1
WEY2WAT,SOU,HOK,4,41.0,16
WEY2WAT,SOU,HSL,3,64.0,1
WEY2WAT,SOU,KWB,5,96.0,2
WEY2WAT,SOU,MIC,5,39.0,171
WEY2WAT,SOU,SDN,1,7.5,10
WEY2WAT,SOU,SHW,3,21.0,744
WEY2WAT,SOU,SNS,8,92.0,6
WEY2WAT,SOU,SOA,1,9.0,17805
WEY2WAT,SOU,SUR,7,87.0,13
WEY2WAT,SOU,SWG,2,7.5,6
WEY2WAT,SOU,VXH,12,106.0,5
WEY2WAT,SOU,WAL,9,83.0,1
WEY2WAT,SOU,WAT,5,82.0,18882
WEY2WAT,SOU,WBY,6,73.0,1
WEY2WAT,SOU,WIM,4,70.0,171
WEY2WAT,SOU,WIN,2,19.0,17805
WEY2WAT,SOU,WNF,5,43.0,16
WEY2WAT,SOU,WOK,3,53.0,12390
WEY2WAT,SOU,WPL,5,66.0,14
WEY2WAT,SOU,WYB,6,71.5,2
WEY2WAT,SUR,CLJ,2,13.5,10
WEY2WAT,SUR,EAD,2,14.0,1
WEY2WAT,SUR,VXH,3,23.0,3
WEY2WAT,SUR,WAT,2,22.0,13
WEY2WAT,SUR,WIM,1,9.0,5
WEY2WAT,SWG,BSK,4,34.0,3
WEY2WAT,SWG,CLJ,6,74.0,3
WEY2WAT,SWG,ESL,2,5.0,6
WEY2WAT,SWG,SHW,3,12.0,1
WEY2WAT,SWG,SOA,1,2.0,6
WEY2WAT,SWG,WAT,6,75.5,6
WEY2WAT,SWG,WIN,3,12.0,6
WEY2WAT,SWG,WOK,4,45.0,5
WEY2WAT,SWY,ANF,2,13.0,1621
WEY2WAT,SWY,BCU,1,4.0,1712
WEY2WAT,SWY,BEU,2,11.0,174
WEY2WAT,SWY,BKO,15,93.5,4
WEY2WAT,SWY,BSK,9,66.0,995
WEY2WAT,SWY,CLJ,11,108.0,1091
WEY2WAT,SWY,ESL,6,37.0,808
WEY2WAT,SWY,FLE,13,84.0,5
WEY2WAT,SWY,FNB,12,90.0,29
WEY2WAT,SWY,FRM,5,49.0,127
WEY2WAT,SWY,GLD,7,105.0,131
WEY2WAT,SWY,HAV,6,66.0,127
WEY2WAT,SWY,HOK,11,75.0,5
WEY2WAT,SWY,MBK,5,23.0,1
WEY2WAT,SWY,MIC,9,62.0,138
WEY2WAT,SWY,RDB,4,19.0,1
WEY2WAT,SWY,SDN,5,60.0,5
WEY2WAT,SWY,SHW,7,44.0,730
WEY2WAT,SWY,SNS,12,115.0,5
WEY2WAT,SWY,SOA,5,33.0,1585
WEY2WAT,SWY,SOU,4,24.0,1708
WEY2WAT,SWY,SUR,12,113.0,7
WEY2WAT,SWY,SWG,6,34.0,1
WEY2WAT,SWY,TTN,3,17.0,1636
WEY2WAT,SWY,VXH,16,129.0,3
WEY2WAT,SWY,WAT,10,118.0,1712
WEY2WAT,SWY,WIM,8,112.0,28
WEY2WAT,SWY,WIN,8,49.0,1585
WEY2WAT,SWY,WNF,12,79.0,5
WEY2WAT,SWY,WOK,10,88.0,1543
WEY2WAT,SWY,WPL,12,101.5,2
WEY2WAT,TTN,BKO,12,75.5,4
WEY2WAT,TTN,BSK,6,49.0,937
WEY2WAT,TTN,CLJ,8,91.0,1033
WEY2WAT,TTN,ESL,3,20.0,810
WEY2WAT,TTN,FLE,10,65.0,5
WEY2WAT,TTN,FNB,8,71.0,29
WEY2WAT,TTN,FRM,2,30.0,127
WEY2WAT,TTN,GLD,4,87.0,131
WEY2WAT,TTN,HAV,3,47.0,127
WEY2WAT,TTN,HOK,8,58.0,5
WEY2WAT,TTN,MBK,2,6.0,1
WEY2WAT,TTN,MIC,6,45.0,139
WEY2WAT,TTN,RDB,1,2.0,1
WEY2WAT,TTN,SDN,2,43.0,5
WEY2WAT,TTN,SHW,4,27.0,732
WEY2WAT,TTN,SNS,9,98.0,5
WEY2WAT,TTN,SOA,2,16.0,1542
WEY2WAT,TTN,SOU,1,6.0,1665
WEY2WAT,TTN,SUR,9,96.0,7
WEY2WAT,TTN,SWG,3,16.0,1
WEY2WAT,TTN,VXH,13,112.0,3
WEY2WAT,TTN,WAT,7,100.0,1669
WEY2WAT,TTN,WIM,5,95.0,28
WEY2WAT,TTN,WIN,4,32.0,1542
WEY2WAT,TTN,WNF,9,62.0,5
WEY2WAT,TTN,WOK,6,69.0,1546
WEY2WAT,TTN,WPL,8,83.5,2
WEY2WAT,UPW,ANF,16,96.0,1474
WEY2WAT,UPW,BCU,12,79.0,11446
WEY2WAT,UPW,BEU,16,97.0,174
WEY2WAT,UPW,BFN,18,162.0,1
WEY2WAT,UPW,BKO,23,149.0,11
WEY2WAT,UPW,BMH,8,53.0,11207
WEY2WAT,UPW,BSK,16,130.0,9783
WEY2WAT,UPW,BSM,8,49.0,3735
WEY2WAT,UPW,CHR,10,65.0,9256
WEY2WAT,UPW,CLJ,17,168.0,10668
WEY2WAT,UPW,DCH,1,7.0,11281
WEY2WAT,UPW,EAD,25,193.0,1
WEY2WAT,UPW,ESH,22,175.0,1
WEY2WAT,UPW,ESL,20,121.0,974
WEY2WAT,UPW,FLE,19,142.0,15
WEY2WAT,UPW,FNB,18,148.0,73
WEY2WAT,UPW,FRM,13,118.0,948
WEY2WAT,UPW,GLD,15,173.0,977
WEY2WAT,UPW,HAM,6,37.0,11447
WEY2WAT,UPW,HAV,14,133.0,946
WEY2WAT,UPW,HER,21,172.0,1
WEY2WAT,UPW,HNA,12,72.0,1551
WEY2WAT,UPW,HOK,20,141.5,12
WEY2WAT,UPW,HOL,5,32.0,8191
WEY2WAT,UPW,HSL,15,155.0,1
WEY2WAT,UPW,KWB,18,187.0,1
WEY2WAT,UPW,MBK,19,107.0,1
WEY2WAT,UPW,MIC,23,150.0,159
WEY2WAT,UPW,MTN,2,15.0,11406
WEY2WAT,UPW,NWM,11,72.0,10935
WEY2WAT,UPW,PKS,7,45.0,3735
WEY2WAT,UPW,POK,9,62.0,9252
WEY2WAT,UPW,POO,7,42.0,11423
WEY2WAT,UPW,RDB,18,103.0,1
WEY2WAT,UPW,SDN,18,126.0,8
WEY2WAT,UPW,SHW,21,128.0,742
WEY2WAT,UPW,SNS,26,203.0,6
WEY2WAT,UPW,SOA,14,103.0,10501
WEY2WAT,UPW,SOU,13,94.0,11432
WEY2WAT,UPW,SUR,24,199.5,10
WEY2WAT,UPW,SWG,12,92.5,6
WEY2WAT,UPW,SWY,14,81.0,1546
WEY2WAT,UPW,TTN,17,100.0,1488
WEY2WAT,UPW,VXH,29,216.0,5
WEY2WAT,UPW,WAL,20,169.0,1
WEY2WAT,UPW,WAT,18,178.0,11447
WEY2WAT,UPW,WBY,17,159.0,1
WEY2WAT,UPW,WIM,17,164.0,109
WEY2WAT,UPW,WIN,15,113.0,10501
WEY2WAT,UPW,WNF,21,144.5,12
WEY2WAT,UPW,WOK,17,151.0,5033
WEY2WAT,UPW,WOO,3,21.0,11371
WEY2WAT,UPW,WPL,17,157.0,14
WEY2WAT,UPW,WRM,4,28.0,11383
WEY2WAT,UPW,WYB,18,161.5,2
WEY2WAT,VXH,WAT,1,5.0,5
WEY2WAT,WAL,CLJ,6,27.0,1
WEY2WAT,WAL,EAD,5,24.0,1
WEY2WAT,WAL,ESH,2,6.0,1
WEY2WAT,WAL,HER,1,3.0,1
WEY2WAT,WAL,SUR,3,10.0,1
WEY2WAT,WAL,VXH,7,35.0,1
WEY2WAT,WAL,WAT,8,46.0,1
WEY2WAT,WAL,WIM,4,20.0,1
WEY2WAT,WAT,WOK,1,28.5,2
WEY2WAT,WBY,BFN,1,3.0,1
WEY2WAT,WBY,CLJ,9,37.0,1
WEY2WAT,WBY,EAD,8,34.0,1
WEY2WAT,WBY,ESH,5,16.0,1
WEY2WAT,WBY,HER,4,13.0,1
WEY2WAT,WBY,SUR,6,20.0,1
WEY2WAT,WBY,VXH,10,45.0,1
WEY2WAT,WBY,WAL,3,10.0,1
WEY2WAT,WBY,WAT,11,56.0,1
WEY2WAT,WBY,WIM,7,30.0,1
WEY2WAT,WBY,WYB,2,6.0,1
WEY2WAT,WEY,ANF,17,97.0,1645
WEY2WAT,WEY,BCU,12,83.0,18881
WEY2WAT,WEY,BEU,17,101.0,184
WEY2WAT,WEY,BFN,19,166.0,1
WEY2WAT,WEY,BKO,22,150.5,14
WEY2WAT,WEY,BMH,9,57.0,18513
WEY2WAT,WEY,BSK,17,134.0,10232
WEY2WAT,WEY,BSM,6,46.0,11170
WEY2WAT,WEY,CHR,11,69.0,9432
WEY2WAT,WEY,CLJ,18,172.0,11016
WEY2WAT,WEY,DCH,2,11.0,18644
WEY2WAT,WEY,EAD,26,197.0,1
WEY2WAT,WEY,ESH,23,179.0,1
WEY2WAT,WEY,ESL,21,125.0,993
WEY2WAT,WEY,FLE,20,144.0,19
WEY2WAT,WEY,FNB,18,152.0,93
WEY2WAT,WEY,FRM,14,121.0,1079
WEY2WAT,WEY,GLD,16,176.0,1122
WEY2WAT,WEY,HAM,6,38.0,18882
WEY2WAT,WEY,HAV,15,136.0,1077
WEY2WAT,WEY,HER,22,176.0,1
WEY2WAT,WEY,HNA,13,75.0,1718
WEY2WAT,WEY,HOK,18,139.5,16
WEY2WAT,WEY,HOL,6,36.0,8341
WEY2WAT,WEY,HSL,16,159.0,1
WEY2WAT,WEY,KWB,16,187.5,2
WEY2WAT,WEY,MBK,20,111.0,1
WEY2WAT,WEY,MIC,24,154.0,171
WEY2WAT,WEY,MTN,3,19.0,11425
WEY2WAT,WEY,NWM,12,76.0,11110
WEY2WAT,WEY,PKS,5,43.0,11170
WEY2WAT,WEY,POK,10,66.0,9421
WEY2WAT,WEY,POO,7,44.0,18837
WEY2WAT,WEY,RDB,19,107.0,1
WEY2WAT,WEY,SDN,17,109.5,10
WEY2WAT,WEY,SHW,22,132.0,744
WEY2WAT,WEY,SNS,27,207.0,6
WEY2WAT,WEY,SOA,14,107.0,17805
WEY2WAT,WEY,SOU,13,98.0,18862
WEY2WAT,WEY,SUR,23,197.0,13
WEY2WAT,WEY,SWG,12,96.5,6
WEY2WAT,WEY,SWY,15,84.0,1712
WEY2WAT,WEY,TTN,18,102.0,1669
WEY2WAT,WEY,UPW,1,4.0,11442
WEY2WAT,WEY,VXH,30,220.0,5
WEY2WAT,WEY,WAL,21,173.0,1
WEY2WAT,WEY,WAT,19,180.0,18882
WEY2WAT,WEY,WBY,18,163.0,1
WEY2WAT,WEY,WIM,18,167.0,171
WEY2WAT,WEY,WIN,15,117.0,17805
WEY2WAT,WEY,WNF,19,141.0,16
WEY2WAT,WEY,WOK,12,140.0,12390
WEY2WAT,WEY,WOO,4,25.0,11580
WEY2WAT,WEY,WPL,18,161.0,14
WEY2WAT,WEY,WRM,5,31.0,18778
WEY2WAT,WEY,WYB,20,165.5,2
WEY2WAT,WIM,CLJ,1,6.0,90
WEY2WAT,WIM,EAD,1,4.0,1
WEY2WAT,WIM,VXH,2,11.0,4
WEY2WAT,WIM,WAT,2,15.0,171
WEY2WAT,WIN,BFN,4,49.0,1
WEY2WAT,WIN,BKO,6,33.0,14
WEY2WAT,WIN,BSK,1,17.0,10231
WEY2WAT,WIN,CLJ,2,55.0,9983
WEY2WAT,WIN,EAD,11,80.0,1
WEY2WAT,WIN,ESH,8,62.0,1
WEY2WAT,WIN,FLE,4,26.0,19
WEY2WAT,WIN,FNB,2,35.0,93
WEY2WAT,WIN,FRM,2,21.0,1
WEY2WAT,WIN,GLD,3,56.0,45
WEY2WAT,WIN,HER,7,59.0,1
WEY2WAT,WIN,HOK,2,22.0,16
WEY2WAT,WIN,KWB,3,77.0,2
WEY2WAT,WIN,MIC,1,10.0,171
WEY2WAT,WIN,SNS,4,63.0,6
WEY2WAT,WIN,SUR,4,53.0,11
WEY2WAT,WIN,VXH,8,77.0,5
WEY2WAT,WIN,WAL,6,56.0,1
WEY2WAT,WIN,WAT,3,63.0,17805
WEY2WAT,WIN,WBY,3,46.0,1
WEY2WAT,WIN,WIM,2,50.0,171
WEY2WAT,WIN,WNF,3,24.0,16
WEY2WAT,WIN,WOK,1,33.0,11681
WEY2WAT,WIN,WPL,3,48.0,14
WEY2WAT,WIN,WYB,4,48.5,2
WEY2WAT,WNF,BKO,3,9.0,14
WEY2WAT,WNF,CLJ,5,33.5,12
WEY2WAT,WNF,FLE,1,2.0,16
WEY2WAT,WNF,FNB,2,5.0,16
WEY2WAT,WNF,VXH,7,50.0,1
WEY2WAT,WNF,WAT,6,41.0,16
WEY2WAT,WNF,WIM,5,32.0,2
WEY2WAT,WNF,WOK,4,13.0,16
WEY2WAT,WOK,BFN,2,12.0,1
WEY2WAT,WOK,CLJ,1,21.0,4529
WEY2WAT,WOK,EAD,9,43.0,1
WEY2WAT,WOK,ESH,6,25.0,1
WEY2WAT,WOK,GLD,1,19.0,45
WEY2WAT,WOK,HER,5,22.0,1
WEY2WAT,WOK,KWB,1,36.0,2
WEY2WAT,WOK,SNS,1,23.0,6
WEY2WAT,WOK,SUR,1,13.0,10
WEY2WAT,WOK,VXH,4,35.0,5
WEY2WAT,WOK,WAL,4,19.0,1
WEY2WAT,WOK,WAT,1,29.0,12387
WEY2WAT,WOK,WBY,1,9.0,1
WEY2WAT,WOK,WIM,1,17.0,113
WEY2WAT,WOK,WPL,1,11.0,14
WEY2WAT,WOK,WYB,2,11.5,2
WEY2WAT,WOO,ANF,13,74.0,1618
WEY2WAT,WOO,BCU,9,58.0,11621
WEY2WAT,WOO,BEU,13,77.0,174
WEY2WAT,WOO,BFN,15,142.0,1
WEY2WAT,WOO,BKO,20,128.0,11
WEY2WAT,WOO,BMH,5,32.0,11377
WEY2WAT,WOO,BSK,13,109.0,9806
WEY2WAT,WOO,BSM,5,28.0,3910
WEY2WAT,WOO,CHR,7,44.0,9401
WEY2WAT,WOO,CLJ,14,147.0,10698
WEY2WAT,WOO,EAD,22,173.0,1
WEY2WAT,WOO,ESH,19,155.0,1
WEY2WAT,WOO,ESL,17,99.0,970
WEY2WAT,WOO,FLE,16,121.0,15
WEY2WAT,WOO,FNB,16,127.0,74
WEY2WAT,WOO,FRM,10,97.0,961
WEY2WAT,WOO,GLD,12,152.0,991
WEY2WAT,WOO,HAM,3,16.0,11622
WEY2WAT,WOO,HAV,11,112.0,959
WEY2WAT,WOO,HER,18,152.0,1
WEY2WAT,WOO,HNA,9,52.0,1696
WEY2WAT,WOO,HOK,17,120.5,12
WEY2WAT,WOO,HOL,2,11.0,8339
WEY2WAT,WOO,HSL,12,135.0,1
WEY2WAT,WOO,KWB,15,166.0,1
WEY2WAT,WOO,MBK,16,84.0,1
WEY2WAT,WOO,MIC,20,130.0,159
WEY2WAT,WOO,NWM,8,51.0,11080
WEY2WAT,WOO,PKS,4,24.0,3910
WEY2WAT,WOO,POK,6,41.0,9397
WEY2WAT,WOO,POO,4,21.0,11598
WEY2WAT,WOO,RDB,15,80.0,1
WEY2WAT,WOO,SDN,16,120.0,7
WEY2WAT,WOO,SHW,18,106.0,742
WEY2WAT,WOO,SNS,23,183.0,6
WEY2WAT,WOO,SOA,11,82.0,10663
WEY2WAT,WOO,SOU,10,73.0,11607
WEY2WAT,WOO,SUR,22,179.5,10
WEY2WAT,WOO,SWG,12,80.0,3
WEY2WAT,WOO,SWY,11,61.0,1691
WEY2WAT,WOO,TTN,14,78.0,1632
WEY2WAT,WOO,VXH,26,196.0,5
WEY2WAT,WOO,WAL,17,149.0,1
WEY2WAT,WOO,WAT,15,157.0,11622
WEY2WAT,WOO,WBY,14,139.0,1
WEY2WAT,WOO,WIM,14,143.0,110
WEY2WAT,WOO,WIN,12,92.0,10663
WEY2WAT,WOO,WNF,18,123.5,12
WEY2WAT,WOO,WOK,14,130.0,5200
WEY2WAT,WOO,WPL,14,137.0,14
WEY2WAT,WOO,WRM,1,7.0,11556
WEY2WAT,WOO,WYB,16,141.0,2
WEY2WAT,WPL,CLJ,2,44.0,14
WEY2WAT,WPL,GLD,1,8.0,14
WEY2WAT,WPL,SUR,2,35.0,1
WEY2WAT,WPL,WAT,3,54.0,14
WEY2WAT,WRM,ANF,12,67.0,1645
WEY2WAT,WRM,BCU,7,49.0,18881
WEY2WAT,WRM,BEU,12,70.0,184
WEY2WAT,WRM,BFN,14,135.0,1
WEY2WAT,WRM,BKO,17,118.0,14
WEY2WAT,WRM,BMH,5,27.0,18513
WEY2WAT,WRM,BSK,12,102.0,10232
WEY2WAT,WRM,BSM,4,21.0,11170
WEY2WAT,WRM,CHR,6,37.0,9432
WEY2WAT,WRM,CLJ,13,140.0,11016
WEY2WAT,WRM,EAD,21,166.0,1
WEY2WAT,WRM,ESH,18,148.0,1
WEY2WAT,WRM,ESL,16,91.0,993
WEY2WAT,WRM,FLE,15,112.0,19
WEY2WAT,WRM,FNB,13,120.0,93
WEY2WAT,WRM,FRM,9,90.0,1079
WEY2WAT,WRM,GLD,11,145.0,1122
WEY2WAT,WRM,HAM,1,7.0,18882
WEY2WAT,WRM,HAV,10,105.0,1077
WEY2WAT,WRM,HER,17,145.0,1
WEY2WAT,WRM,HNA,8,45.0,1718
WEY2WAT,WRM,HOK,13,107.5,16
WEY2WAT,WRM,HOL,1,4.0,8341
WEY2WAT,WRM,HSL,11,128.0,1
WEY2WAT,WRM,KWB,13,159.5,2
WEY2WAT,WRM,MBK,15,77.0,1
WEY2WAT,WRM,MIC,19,123.0,171
WEY2WAT,WRM,NWM,7,44.0,11110
WEY2WAT,WRM,PKS,3,17.0,11170
WEY2WAT,WRM,POK,5,34.0,9421
WEY2WAT,WRM,POO,2,13.0,18837
WEY2WAT,WRM,RDB,14,73.0,1
WEY2WAT,WRM,SDN,12,78.0,10
WEY2WAT,WRM,SHW,17,98.0,744
WEY2WAT,WRM,SNS,22,176.0,6
WEY2WAT,WRM,SOA,9,73.0,17805
WEY2WAT,WRM,SOU,8,64.0,18862
WEY2WAT,WRM,SUR,18,166.0,13
WEY2WAT,WRM,SWG,8,69.0,6
WEY2WAT,WRM,SWY,10,54.0,1712
WEY2WAT,WRM,TTN,13,71.0,1669
WEY2WAT,WRM,VXH,25,189.0,5
WEY2WAT,WRM,WAL,16,142.0,1
WEY2WAT,WRM,WAT,14,148.0,18882
WEY2WAT,WRM,WBY,13,132.0,1
WEY2WAT,WRM,WIM,13,136.0,171
WEY2WAT,WRM,WIN,10,83.0,17805
WEY2WAT,WRM,WNF,14,109.0,16
WEY2WAT,WRM,WOK,10,115.0,12390
WEY2WAT,WRM,WPL,13,130.0,14
WEY2WAT,WRM,WYB,14,134.0,2
WEY2WAT,WYB,CLJ,4,29.0,2
WEY2WAT,WYB,EAD,6,28.0,1
WEY2WAT,WYB,ESH,3,10.0,1
WEY2WAT,WYB,HER,2,7.0,1
WEY2WAT,WYB,SUR,4,14.0,1
WEY2WAT,WYB,VXH,8,39.0,1
WEY2WAT,WYB,WAL,1,4.0,1
WEY2WAT,WYB,WAT,6,43.5,2
WEY2WAT,WYB,WIM,5,24.0,1
